0,3
87,4
91,1
123,2
155,15
163,13
166,9
177,13
215,7
279,1
308,5
420,14
431,3
439,3
512,11
525,8
565,4
572,11
605,14
629,3
709,1
709,10
713,0
728,15
827,3
885,1
885,9
952,10
1011,3
1040,13
1042,9
1105,15
1124,2
1176,6
1204,14
1219,1
1228,7
1234,3
1241,1
1266,1
1306,1
1327,9
1367,15
1373,14
1375,0
1379,14
1436,10
1633,11
1649,5
1697,6
1709,10
1735,3
1759,6
1780,0
1780,13
1802,13
1836,6
1907,0
1907,12
1991,11
2029,5
2040,1
